Message;Average power(Watts);Average frecuenzy(GHz) ;Max power(Watts);Max frecuenzy(GHz) ;Min power(Watts);Min frecuenzy(GHz) ;C2 resident;C2 count;C2 latency;C1 resident;C1 count;C1 latency;C0 resident;C0 count;C0 latency;POLL resident;POLL count;POLL latency;time
idle;39.05;0.88;40.18;0.88;37.44;0.87;;;;0.187;3604;2;7.389;;;0.001;119;0;20.02;
900000-threshold-15;43.22;0.90;44.03;0.90;41.50;0.89;;;;0.142;3429;2;20.549;;;0.001;514;0;20.94;
idle;39.32;0.88;41.90;0.89;38.12;0.87;;;;0.200;3629;2;7.877;;;0.001;105;0;20.02;
900000-threshold-20;43.40;0.90;44.17;0.90;41.54;0.89;;;;0.191;3763;2;21.308;;;0.002;680;0;19.81;
idle;39.00;0.88;40.39;0.88;37.96;0.87;;;;0.199;4107;2;7.410;;;0.001;131;0;20.02;
900000-threshold-25;43.12;0.90;43.89;0.90;41.37;0.88;;;;0.173;3866;2;20.680;;;0.001;588;0;21.22;
idle;39.18;0.88;40.68;0.89;37.90;0.87;;;;0.194;3690;2;7.754;;;0.001;107;0;20.01;
900000-threshold-30;43.13;0.90;44.38;0.90;41.01;0.89;;;;0.153;3762;2;20.961;;;0.001;744;0;20.17;
idle;39.26;0.88;41.84;0.89;37.24;0.86;;;;0.191;3961;2;7.909;;;0.001;125;0;20.02;
900000-threshold-35;43.28;0.90;44.17;0.90;41.54;0.89;;;;0.160;2927;2;21.325;;;0.001;115;0;20.25;
idle;38.94;0.88;40.12;0.88;37.22;0.86;;;;0.226;3919;2;7.476;;;0.001;103;0;20.01;
900000-threshold-40;43.25;0.90;44.40;0.90;41.53;0.88;;;;0.164;2982;2;21.281;;;0.001;366;0;19.78;
idle;39.15;0.88;41.00;0.89;37.87;0.87;;;;0.174;3503;2;7.601;;;0.001;113;0;20.02;
900000-threshold-45;43.36;0.90;44.04;0.90;41.35;0.88;;;;0.182;3800;2;21.093;;;0.002;749;0;19.99;
idle;39.24;0.88;40.48;0.88;37.90;0.86;;;;0.166;3187;2;7.754;;;0.000;95;0;20.02;
900000-threshold-50;43.31;0.90;44.40;0.90;41.05;0.88;;;;0.167;3674;2;21.127;;;0.001;617;0;20.24;
idle;38.86;0.88;39.60;0.89;37.96;0.87;;;;0.184;3174;2;7.265;;;0.001;120;0;20.01;
900000-threshold-55;43.18;0.90;43.95;0.90;41.29;0.88;;;;0.169;3777;2;21.238;;;0.001;458;0;20.25;
idle;39.13;0.88;40.95;0.89;38.13;0.87;;;;0.160;3354;2;7.446;;;0.001;139;0;20.02;
900000-threshold-60;43.21;0.90;43.73;0.90;41.59;0.89;;;;0.164;3581;2;21.012;;;0.002;853;0;19.98;
idle;39.46;0.88;42.28;0.89;37.74;0.87;;;;0.223;4354;2;8.028;;;0.001;131;0;20.02;
900000-threshold-65;43.20;0.90;44.05;0.90;41.80;0.89;;;;0.158;3989;2;20.938;;;0.002;586;0;19.96;
idle;39.31;0.88;40.95;0.89;37.61;0.87;;;;0.201;3989;2;7.779;;;0.001;140;0;20.02;
900000-threshold-70;43.17;0.90;44.21;0.90;41.51;0.89;;;;0.163;3631;2;20.732;;;0.001;702;0;20.86;
idle;38.92;0.88;39.78;0.88;37.94;0.88;;;;0.211;4080;2;7.223;;;0.001;112;0;20.02;
900000-threshold-75;43.28;0.90;44.19;0.90;41.72;0.89;;;;0.233;3789;2;21.197;;;0.001;259;0;20.25;
idle;39.40;0.88;42.53;0.89;37.07;0.87;;;;0.210;3837;2;8.017;;;0.001;103;0;20.02;
900000-threshold-80;43.07;0.90;43.77;0.90;41.37;0.89;;;;0.175;3547;2;20.540;;;0.002;751;0;20.58;
idle;39.21;0.88;40.30;0.88;38.11;0.87;;;;0.232;3891;2;7.639;;;0.001;132;0;20.01;
900000-threshold-85;43.39;0.90;44.52;0.90;41.19;0.89;;;;0.179;3021;2;21.251;;;0.001;156;0;20.16;
idle;38.90;0.88;40.71;0.89;37.40;0.87;;;;0.229;3908;2;7.433;;;0.001;116;0;20.02;
900000-threshold-90;43.13;0.90;44.44;0.90;41.47;0.89;;;;0.178;3786;2;21.046;;;0.002;647;0;20.13;
idle;39.14;0.88;41.71;0.89;37.77;0.87;;;;0.195;3921;2;7.875;;;0.001;138;0;20.02;
900000-threshold-95;43.20;0.90;44.47;0.90;41.57;0.89;;;;0.156;3581;2;21.201;;;0.001;184;0;19.69;
idle;39.03;0.88;41.16;0.89;36.83;0.87;;;;0.198;3759;2;7.470;;;0.001;119;0;20.02;
900000-threshold-100;43.29;0.90;43.94;0.90;41.58;0.89;;;;0.142;3623;2;21.217;;;0.001;330;0;20.07;
idle;38.99;0.88;39.86;0.89;38.08;0.87;;;;0.224;4177;2;7.496;;;0.001;99;0;20.02;
900000-threshold-105;43.34;0.90;44.41;0.90;41.25;0.88;;;;0.164;4200;2;21.302;;;0.002;617;0;19.96;
idle;39.15;0.88;42.70;0.89;37.27;0.87;;;;0.170;3941;2;7.992;;;0.001;117;0;20.02;
900000-threshold-110;43.15;0.90;44.20;0.90;41.29;0.89;;;;0.144;3243;2;21.149;;;0.001;195;0;20.35;
idle;38.75;0.88;40.56;0.88;37.57;0.87;;;;0.184;3839;2;7.296;;;0.001;91;0;20.02;
900000-threshold-115;43.32;0.90;44.45;0.90;41.61;0.89;;;;0.144;3866;2;21.430;;;0.002;859;0;19.65;
idle;39.02;0.88;40.24;0.89;37.25;0.86;;;;0.218;4243;2;7.600;;;0.001;157;0;20.02;
900000-threshold-120;43.09;0.90;44.01;0.90;41.67;0.89;;;;0.161;3886;2;20.750;;;0.001;290;0;20.55;
idle;39.13;0.88;43.59;0.89;37.50;0.87;;;;0.195;3929;2;7.661;;;0.001;108;0;20.02;
900000-threshold-125;42.99;0.90;43.72;0.90;41.58;0.89;;;;0.175;3325;2;20.691;;;0.002;714;0;20.10;
idle;39.23;0.88;40.67;0.89;38.12;0.87;;;;0.217;3752;2;7.752;;;0.001;234;0;20.02;
900000-threshold-130;43.01;0.90;43.99;0.90;41.59;0.89;;;;0.167;2874;2;20.601;;;0.001;120;0;20.01;
idle;39.06;0.88;40.36;0.89;37.82;0.87;;;;0.247;3754;2;7.575;;;0.001;125;0;20.02;
900000-threshold-135;43.08;0.90;44.52;0.90;41.62;0.89;;;;0.137;2624;2;20.780;;;0.001;147;0;20.20;
idle;39.21;0.88;41.38;0.89;37.95;0.87;;;;0.207;3736;2;7.922;;;0.001;157;0;20.02;
900000-threshold-140;43.36;0.90;44.35;0.90;41.41;0.89;;;;0.145;3973;2;21.609;;;0.002;676;0;19.41;
idle;38.95;0.88;40.35;0.89;38.13;0.87;;;;0.205;3847;2;7.447;;;0.001;119;0;20.02;
900000-threshold-145;43.31;0.90;44.37;0.90;41.85;0.88;;;;0.192;4042;2;21.519;;;0.002;583;0;19.22;
idle;39.11;0.88;40.00;0.89;38.17;0.87;;;;0.214;3584;2;7.641;;;0.001;116;0;20.01;
900000-threshold-150;43.46;0.90;44.57;0.90;41.87;0.89;;;;0.171;3308;2;21.496;;;0.002;603;0;18.74;
idle;39.24;0.88;42.87;0.89;37.48;0.87;;;;0.207;3491;2;7.798;;;0.001;117;0;20.02;
900000-threshold-155;43.23;0.90;44.28;0.90;41.30;0.89;;;;0.141;2722;2;20.916;;;0.001;208;0;19.26;
idle;39.07;0.88;40.74;0.88;38.06;0.88;;;;0.250;4590;2;7.491;;;0.001;120;0;20.02;
900000-threshold-160;43.28;0.90;44.09;0.90;41.47;0.89;;;;0.195;3549;2;21.200;;;0.002;686;0;18.89;
idle;39.17;0.88;40.66;0.89;37.66;0.87;;;;0.199;3773;2;7.489;;;0.001;126;0;20.01;
900000-threshold-165;43.24;0.90;44.88;0.90;41.42;0.89;;;;0.198;3904;2;21.529;;;0.001;473;0;18.42;
idle;39.41;0.88;42.55;0.89;38.05;0.87;;;;0.170;3561;2;8.078;;;0.001;133;0;20.02;
900000-threshold-170;43.30;0.90;44.81;0.90;41.54;0.88;;;;0.195;3240;2;21.424;;;0.001;95;0;18.12;
idle;39.01;0.88;40.42;0.89;37.64;0.87;;;;0.228;3425;2;7.238;;;0.001;118;0;20.02;
900000-threshold-175;43.38;0.90;44.79;0.90;41.90;0.89;;;;0.161;3530;2;21.581;;;0.002;641;0;18.10;
idle;39.31;0.88;40.33;0.89;38.01;0.87;;;;0.191;3824;2;7.690;;;0.001;120;0;20.02;
900000-threshold-180;43.44;0.90;44.35;0.90;41.31;0.89;;;;0.202;3560;2;21.565;;;0.003;685;0;17.66;
idle;39.46;0.88;42.74;0.89;38.17;0.87;;;;0.209;3807;2;8.002;;;0.001;131;0;20.02;
900000-threshold-185;43.33;0.90;44.43;0.90;41.38;0.89;;;;0.178;3518;2;21.303;;;0.002;672;0;17.49;
idle;39.18;0.88;40.71;0.89;37.06;0.87;;;;0.210;3478;2;7.430;;;0.001;147;0;20.00;
900000-threshold-190;43.43;0.90;44.34;0.90;41.69;0.89;;;;0.181;3216;2;21.274;;;0.003;1003;0;16.90;
idle;39.18;0.88;40.51;0.89;38.39;0.88;;;;0.202;3736;2;7.518;;;0.001;119;0;20.02;
900000-threshold-195;43.45;0.90;45.05;0.90;41.52;0.89;;;;0.189;3908;2;21.955;;;0.002;623;0;16.11;
idle;39.37;0.88;40.53;0.89;37.43;0.87;;;;0.222;3940;2;7.747;;;0.000;97;0;20.02;
900000-threshold-200;43.41;0.90;44.91;0.90;41.37;0.88;;;;0.177;3181;2;21.919;;;0.002;743;0;16.10;
idle;39.27;0.88;41.38;0.89;37.97;0.87;;;;0.203;3700;2;7.610;;;0.001;108;0;20.02;
900000-threshold-205;43.59;0.90;45.55;0.90;41.19;0.89;;;;0.216;2873;2;21.968;;;0.002;654;0;15.13;
idle;39.12;0.88;40.90;0.89;37.73;0.87;;;;0.169;3467;2;7.500;;;0.001;103;0;20.00;
900000-threshold-210;43.55;0.90;44.49;0.90;41.16;0.89;;;;0.151;2129;2;21.952;;;0.001;150;0;15.74;
idle;39.32;0.88;40.60;0.89;37.71;0.87;;;;0.226;3714;2;7.643;;;0.001;98;0;20.02;
900000-threshold-215;43.75;0.90;45.24;0.90;41.20;0.89;;;;0.173;3402;2;22.265;;;0.002;602;0;15.20;
idle;39.46;0.88;41.56;0.89;37.89;0.87;;;;0.205;4190;2;7.953;;;0.001;113;0;20.02;
900000-threshold-220;43.80;0.90;44.85;0.90;41.89;0.89;;;;0.193;3131;2;22.414;;;0.002;719;0;15.50;
idle;39.16;0.88;40.43;0.89;37.30;0.87;;;;0.222;4296;2;7.592;;;0.001;106;0;20.02;
900000-threshold-225;43.48;0.90;44.42;0.90;41.78;0.89;;;;0.134;2109;2;21.363;;;0.001;135;0;15.98;
idle;39.42;0.88;40.42;0.88;37.86;0.87;;;;0.205;3841;2;7.735;;;0.000;89;0;20.02;
900000-threshold-230;43.63;0.90;44.58;0.90;42.05;0.89;;;;0.174;3079;2;21.715;;;0.002;854;0;15.86;
idle;39.44;0.88;42.28;0.89;37.79;0.87;;;;0.181;3987;2;7.990;;;0.000;103;0;20.02;
900000-threshold-235;43.56;0.90;44.49;0.90;41.67;0.88;;;;0.153;3038;2;21.521;;;0.003;924;0;15.56;
idle;39.41;0.88;42.22;0.89;37.48;0.87;;;;0.195;3605;2;7.742;;;0.000;99;0;20.02;
900000-threshold-240;43.57;0.90;44.34;0.90;41.35;0.89;;;;0.162;2562;2;22.214;;;0.001;176;0;15.74;
idle;39.23;0.88;39.96;0.88;38.12;0.87;;;;0.230;3924;2;7.556;;;0.001;99;0;20.02;
900000-threshold-245;43.62;0.90;44.61;0.90;41.87;0.89;;;;0.157;2991;2;22.324;;;0.002;644;0;15.52;
idle;39.21;0.88;40.53;0.89;38.34;0.88;;;;0.220;4329;2;7.715;;;0.001;218;0;20.02;
900000-threshold-250;43.61;0.90;44.96;0.90;41.51;0.89;;;;0.153;2374;2;22.276;;;0.001;163;0;15.22;
idle;39.06;0.88;40.32;0.89;38.01;0.87;;;;0.197;3796;2;7.643;;;0.001;135;0;20.02;
900000-threshold-255;43.53;0.90;44.39;0.90;41.56;0.89;;;;0.168;2790;2;21.510;;;0.002;722;0;15.48;
idle;39.06;0.88;40.73;0.89;37.43;0.87;;;;0.199;3955;2;7.403;;;0.001;121;0;20.02;
900000-threshold-0;43.18;0.90;44.28;0.90;41.90;0.88;;;;0.147;3832;2;20.478;;;0.002;822;0;20.64;
idle;39.27;0.88;42.01;0.89;37.85;0.87;;;;0.213;4102;2;7.756;;;0.001;106;0;20.02;
900000-threshold-5;43.26;0.90;44.72;0.90;41.38;0.89;;;;0.203;3409;2;20.793;;;0.001;607;0;20.72;
idle;39.33;0.88;40.57;0.89;38.49;0.87;;;;0.190;3475;2;7.543;;;0.001;94;0;20.02;
900000-threshold-10;43.28;0.90;44.59;0.90;41.77;0.89;;;;0.194;3224;2;21.182;;;0.001;143;0;20.35;
idle;38.99;0.88;40.14;0.88;37.92;0.87;;;;0.197;3533;2;7.173;;;0.001;110;0;20.02;
900000-threshold-15;43.43;0.90;44.38;0.90;41.61;0.89;;;;0.180;4071;2;21.069;;;0.001;503;0;20.22;
idle;39.42;0.88;42.02;0.89;37.95;0.87;;;;0.209;3602;2;7.898;;;0.001;108;0;20.01;
900000-threshold-20;43.25;0.90;43.86;0.90;41.55;0.89;;;;0.152;3265;2;20.670;;;0.002;855;0;20.64;
idle;39.21;0.88;40.83;0.89;37.91;0.87;;;;0.179;3711;2;7.430;;;0.001;134;0;20.02;
900000-threshold-25;43.27;0.90;43.92;0.90;41.70;0.89;;;;0.176;4028;2;21.256;;;0.002;691;0;19.71;
idle;39.14;0.88;39.95;0.89;38.01;0.87;;;;0.229;3711;2;7.361;;;0.001;112;0;20.02;
900000-threshold-30;43.49;0.90;44.43;0.90;41.71;0.89;;;;0.177;4511;2;21.214;;;0.002;589;0;19.99;
idle;39.48;0.88;41.50;0.89;37.98;0.87;;;;0.208;3953;2;7.737;;;0.001;91;0;20.02;
900000-threshold-35;43.31;0.90;44.83;0.90;41.85;0.89;;;;0.195;3997;2;21.334;;;0.002;761;0;20.11;
idle;39.15;0.88;40.83;0.89;37.49;0.87;;;;0.246;3868;2;7.335;;;0.001;119;0;20.02;
900000-threshold-40;43.15;0.90;44.36;0.90;41.48;0.89;;;;0.174;3088;2;20.785;;;0.001;130;0;20.77;
idle;39.25;0.88;40.29;0.88;38.06;0.87;;;;0.230;3868;2;7.505;;;0.001;127;0;20.02;
900000-threshold-45;43.27;0.90;43.91;0.90;41.32;0.89;;;;0.157;4071;2;21.085;;;0.002;641;0;20.33;
idle;39.44;0.88;42.07;0.89;38.36;0.87;;;;0.207;3605;2;7.853;;;0.001;132;0;20.02;
900000-threshold-50;43.20;0.90;44.20;0.90;41.19;0.89;;;;0.157;3484;2;21.309;;;0.002;758;0;20.01;
idle;39.14;0.88;41.03;0.89;38.06;0.87;;;;0.193;3371;2;7.426;;;0.001;112;0;20.02;
900000-threshold-55;43.26;0.90;44.57;0.90;41.16;0.88;;;;0.169;3041;2;21.347;;;0.001;130;0;20.09;
idle;39.10;0.88;40.73;0.89;37.85;0.87;;;;0.215;3840;2;7.413;;;0.000;97;0;20.02;
900000-threshold-60;43.11;0.90;43.88;0.90;41.68;0.89;;;;0.148;2856;2;20.650;;;0.001;128;0;20.49;
idle;39.33;0.88;41.10;0.89;37.93;0.87;;;;0.181;3554;2;7.537;;;0.001;106;0;20.02;
900000-threshold-65;43.24;0.90;44.54;0.90;41.07;0.89;;;;0.168;3640;2;21.252;;;0.001;524;0;20.89;
idle;39.13;0.88;40.94;0.89;37.82;0.87;;;;0.172;3834;2;7.325;;;0.001;119;0;20.02;
900000-threshold-70;43.13;0.90;43.96;0.90;41.54;0.89;;;;0.144;2924;2;20.796;;;0.001;211;0;20.50;
idle;39.18;0.88;40.55;0.89;38.08;0.87;;;;0.184;3644;2;7.453;;;0.001;105;0;20.02;
900000-threshold-75;43.15;0.90;44.26;0.90;41.50;0.89;;;;0.173;3776;2;20.607;;;0.002;623;0;20.72;
idle;39.30;0.88;40.79;0.89;38.12;0.87;;;;0.206;3835;2;7.751;;;0.001;112;0;20.02;
900000-threshold-80;43.08;0.90;44.01;0.90;41.22;0.88;;;;0.150;3163;2;20.977;;;0.001;125;0;20.17;
idle;39.27;0.88;41.03;0.89;38.00;0.87;;;;0.199;3794;2;7.529;;;0.001;112;0;20.02;
900000-threshold-85;43.32;0.90;44.14;0.90;41.90;0.89;;;;0.184;3983;2;21.250;;;0.002;671;0;20.07;
idle;39.19;0.88;40.85;0.89;38.52;0.87;;;;0.222;3815;2;7.521;;;0.001;136;0;20.02;
900000-threshold-90;43.20;0.90;43.89;0.90;41.16;0.88;;;;0.164;4180;2;20.781;;;0.002;691;0;20.97;
idle;39.06;0.88;41.14;0.88;37.63;0.87;;;;0.207;4057;2;7.531;;;0.001;143;0;20.02;
900000-threshold-95;43.32;0.90;44.23;0.90;41.22;0.89;;;;0.170;3627;2;21.742;;;0.001;224;0;19.83;
idle;38.92;0.88;40.37;0.88;37.96;0.87;;;;0.196;3809;2;7.278;;;0.001;141;0;20.02;
900000-threshold-100;43.24;0.90;44.10;0.90;41.87;0.89;;;;0.144;3495;2;21.323;;;0.001;129;0;20.12;
idle;39.12;0.88;41.00;0.89;37.65;0.87;;;;0.183;3665;2;7.482;;;0.001;110;0;20.00;
900000-threshold-105;43.02;0.90;43.64;0.90;41.11;0.89;;;;0.145;2870;2;20.600;;;0.001;176;0;20.35;
idle;39.48;0.88;43.28;0.89;38.10;0.87;;;;0.211;3919;2;8.139;;;0.001;115;0;20.02;
900000-threshold-110;44.14;0.90;47.50;0.90;43.12;0.90;;;;0.173;4155;2;23.849;;;0.002;458;0;24.00;
idle;39.23;0.88;40.89;0.89;38.04;0.87;;;;0.205;4056;2;7.606;;;0.001;99;0;20.02;
900000-threshold-115;43.30;0.90;44.22;0.90;41.38;0.89;;;;0.182;3259;2;21.133;;;0.001;163;0;20.77;
idle;39.29;0.88;41.53;0.89;38.17;0.87;;;;0.196;3902;2;7.522;;;0.001;126;0;20.02;
900000-threshold-120;43.23;0.90;44.35;0.90;41.21;0.89;;;;0.197;3569;2;20.914;;;0.001;605;0;19.85;
idle;39.32;0.88;41.83;0.89;37.91;0.87;;;;0.199;3307;2;7.700;;;0.000;83;0;20.02;
900000-threshold-125;43.30;0.90;44.54;0.90;41.62;0.89;;;;0.188;3766;2;21.084;;;0.002;633;0;20.26;
idle;39.33;0.88;40.15;0.89;38.53;0.87;;;;0.216;4143;2;7.706;;;0.001;219;0;20.02;
900000-threshold-130;43.12;0.90;43.97;0.90;41.11;0.89;;;;0.167;2939;2;20.634;;;0.001;201;0;20.01;
idle;39.41;0.88;40.69;0.89;37.96;0.87;;;;0.210;3861;2;7.764;;;0.001;126;0;20.02;
900000-threshold-135;43.38;0.90;44.26;0.90;41.70;0.89;;;;0.164;3027;2;21.286;;;0.001;323;0;19.52;
idle;39.32;0.88;42.87;0.89;37.56;0.87;;;;0.172;3849;2;7.659;;;0.001;125;0;20.02;
900000-threshold-140;43.33;0.90;44.43;0.90;41.45;0.89;;;;0.139;2696;2;21.188;;;0.001;143;0;19.52;
idle;39.19;0.88;40.98;0.89;37.54;0.87;;;;0.181;3571;2;7.561;;;0.001;103;0;20.02;
900000-threshold-145;43.06;0.90;43.98;0.90;41.26;0.89;;;;0.162;2770;2;20.504;;;0.001;119;0;19.52;
idle;39.22;0.88;40.69;0.89;37.95;0.87;;;;0.196;3795;2;7.714;;;0.000;89;0;20.02;
900000-threshold-150;43.40;0.90;44.28;0.90;41.55;0.89;;;;0.162;2947;2;21.049;;;0.001;157;0;19.04;
idle;39.48;0.88;42.40;0.89;37.98;0.87;;;;0.252;3825;2;8.224;;;0.001;103;0;20.02;
900000-threshold-155;43.49;0.90;44.44;0.90;41.56;0.89;;;;0.175;3898;2;21.345;;;0.002;898;0;18.62;
idle;39.24;0.88;41.86;0.88;37.85;0.87;;;;0.192;3753;2;7.843;;;0.001;106;0;20.02;
900000-threshold-160;43.45;0.90;44.40;0.90;42.04;0.89;;;;0.156;3467;2;21.083;;;0.002;612;0;18.54;
idle;38.92;0.88;40.02;0.89;37.04;0.87;;;;0.199;3684;2;7.459;;;0.001;110;0;20.02;
900000-threshold-165;43.52;0.90;44.56;0.90;41.67;0.89;;;;0.155;3001;2;21.486;;;0.001;158;0;18.68;
idle;39.21;0.88;42.67;0.89;37.48;0.87;;;;0.182;3409;2;7.782;;;0.001;95;0;20.02;
900000-threshold-170;43.41;0.90;44.62;0.90;41.95;0.88;;;;0.114;3454;2;20.991;;;0.002;617;0;18.14;
idle;39.31;0.88;41.45;0.89;37.84;0.87;;;;0.213;3789;2;7.621;;;0.001;121;0;20.02;
900000-threshold-175;43.61;0.90;44.85;0.90;41.78;0.89;;;;0.152;2843;2;21.520;;;0.001;121;0;18.17;
idle;39.20;0.88;40.25;0.89;37.85;0.87;;;;0.172;3297;2;7.510;;;0.001;102;0;20.02;
900000-threshold-180;43.54;0.90;44.97;0.90;40.86;0.88;;;;0.149;3698;2;21.629;;;0.002;621;0;17.72;
idle;39.32;0.88;40.40;0.89;38.13;0.87;;;;0.217;3772;2;7.738;;;0.001;127;0;20.02;
900000-threshold-185;43.35;0.90;44.57;0.90;41.06;0.89;;;;0.146;3752;2;21.220;;;0.002;777;0;17.76;
idle;39.27;0.88;40.46;0.89;38.03;0.87;;;;0.218;3963;2;7.403;;;0.001;122;0;20.02;
900000-threshold-190;43.64;0.90;44.58;0.90;42.23;0.89;;;;0.151;3414;2;21.990;;;0.002;754;0;16.61;
idle;39.22;0.88;40.36;0.89;37.97;0.87;;;;0.165;3473;2;7.338;;;0.001;147;0;20.00;
900000-threshold-195;43.53;0.90;44.38;0.90;41.73;0.89;;;;0.184;3542;2;21.798;;;0.002;788;0;16.35;
idle;39.59;0.88;41.29;0.89;38.48;0.87;;;;0.163;3291;2;7.908;;;0.001;107;0;20.00;
900000-threshold-200;43.60;0.90;44.93;0.90;41.69;0.89;;;;0.183;3328;2;22.272;;;0.002;558;0;16.12;
idle;39.02;0.88;40.39;0.89;37.54;0.87;;;;0.202;3621;2;7.358;;;0.001;91;0;20.02;
900000-threshold-205;43.82;0.90;44.80;0.90;41.93;0.89;;;;0.131;2883;2;22.526;;;0.002;815;0;15.67;
idle;39.20;0.88;40.49;0.89;37.74;0.87;;;;0.259;4160;2;7.475;;;0.001;102;0;20.00;
900000-threshold-210;43.50;0.90;44.52;0.90;41.24;0.88;;;;0.180;2621;2;21.691;;;0.001;112;0;15.92;
idle;39.22;0.88;40.85;0.89;38.05;0.87;;;;0.223;3659;2;7.743;;;0.001;115;0;20.01;
900000-threshold-215;43.69;0.90;44.91;0.90;41.84;0.89;;;;0.216;2786;2;22.327;;;0.001;128;0;15.19;
idle;39.23;0.88;43.36;0.89;37.51;0.87;;;;0.189;3701;2;7.705;;;0.001;86;0;20.01;
900000-threshold-220;43.37;0.90;44.77;0.90;41.16;0.88;;;;0.209;3149;2;21.568;;;0.002;448;0;15.96;
idle;39.09;0.88;40.60;0.89;37.38;0.87;;;;0.179;3682;2;7.573;;;0.001;120;0;20.00;
900000-threshold-225;43.50;0.90;44.40;0.90;42.03;0.89;;;;0.154;2911;2;22.232;;;0.001;154;0;15.52;
idle;39.19;0.88;40.61;0.89;38.07;0.87;;;;0.178;4224;2;7.590;;;0.001;139;0;20.02;
900000-threshold-230;43.58;0.90;44.77;0.90;41.33;0.89;;;;0.151;2137;2;22.195;;;0.001;121;0;15.30;
idle;39.37;0.88;40.89;0.89;38.10;0.87;;;;0.197;4089;2;7.790;;;0.001;106;0;20.02;
900000-threshold-235;43.53;0.90;44.61;0.90;41.85;0.89;;;;0.174;2423;2;21.664;;;0.001;186;0;16.12;
idle;38.92;0.88;40.48;0.89;37.76;0.87;;;;0.197;3799;2;7.386;;;0.001;108;0;20.01;
900000-threshold-240;43.62;0.90;45.11;0.90;41.37;0.88;;;;0.175;3165;2;22.215;;;0.002;710;0;15.11;
idle;39.24;0.88;40.10;0.89;38.23;0.87;;;;0.229;3889;2;7.636;;;0.001;97;0;20.02;
900000-threshold-245;43.57;0.90;44.43;0.90;41.31;0.88;;;;0.160;2396;2;21.954;;;0.002;223;0;15.49;
idle;39.13;0.88;40.17;0.89;37.94;0.87;;;;0.228;4206;2;7.703;;;0.001;150;0;20.00;
900000-threshold-250;43.65;0.90;45.97;0.90;41.77;0.89;;;;0.181;2281;2;22.482;;;0.001;129;0;15.58;
idle;38.99;0.88;39.50;0.88;38.35;0.87;;;;0.229;4061;2;7.332;;;0.001;105;0;20.02;
900000-threshold-255;43.59;0.90;44.43;0.90;41.25;0.89;;;;0.189;3253;2;22.211;;;0.002;835;0;15.33;
idle;38.98;0.88;42.70;0.89;37.12;0.87;;;;0.156;3620;2;7.514;;;0.001;142;0;20.01;
900000-threshold-0;42.95;0.90;43.69;0.90;41.56;0.89;;;;0.149;3988;2;19.769;;;0.002;575;0;21.11;
idle;39.25;0.88;40.80;0.89;37.57;0.86;;;;0.247;3891;2;7.605;;;0.000;107;0;20.02;
900000-threshold-5;43.21;0.90;44.46;0.90;41.29;0.89;;;;0.197;4251;2;21.424;;;0.002;1025;0;20.48;
idle;39.00;0.88;41.07;0.89;37.25;0.87;;;;0.190;3579;2;7.336;;;0.001;121;0;20.02;
900000-threshold-10;43.10;0.90;44.46;0.90;41.44;0.88;;;;0.179;3718;2;21.230;;;0.001;263;0;20.08;
idle;39.07;0.88;40.45;0.88;37.66;0.87;;;;0.240;3856;2;7.377;;;0.001;112;0;20.02;
900000-threshold-15;43.18;0.90;43.84;0.90;41.98;0.89;;;;0.147;2926;2;20.776;;;0.001;254;0;20.80;
idle;39.29;0.88;40.45;0.89;37.95;0.87;;;;0.220;4114;2;7.846;;;0.001;107;0;20.02;
900000-threshold-20;43.31;0.90;44.36;0.90;41.02;0.89;;;;0.182;4017;2;21.856;;;0.002;570;0;20.20;
idle;39.19;0.88;40.78;0.89;38.29;0.88;;;;0.172;3452;2;7.628;;;0.001;139;0;20.02;
900000-threshold-25;43.11;0.90;44.02;0.90;41.27;0.89;;;;0.213;4780;2;21.334;;;0.002;818;0;20.06;
idle;38.99;0.88;40.44;0.89;37.58;0.87;;;;0.192;3801;2;7.314;;;0.001;112;0;20.02;
900000-threshold-30;43.21;0.90;44.39;0.90;41.61;0.89;;;;0.174;3140;2;20.700;;;0.001;142;0;20.74;
idle;39.27;0.88;40.67;0.89;37.87;0.87;;;;0.206;3965;2;7.856;;;0.001;126;0;20.02;
900000-threshold-35;43.21;0.90;44.91;0.90;41.57;0.89;;;;0.169;3453;2;21.333;;;0.001;184;0;20.54;
idle;38.98;0.88;40.80;0.89;37.29;0.87;;;;0.221;3892;2;7.436;;;0.001;115;0;20.02;
900000-threshold-40;43.09;0.90;43.84;0.90;41.81;0.89;;;;0.152;3431;2;20.591;;;0.001;508;0;20.80;
idle;39.07;0.88;39.95;0.88;37.22;0.87;;;;0.191;3611;2;7.422;;;0.001;131;0;20.02;
900000-threshold-45;43.11;0.90;43.91;0.90;41.70;0.89;;;;0.182;3136;2;21.003;;;0.001;135;0;20.23;
idle;39.32;0.88;40.76;0.89;38.13;0.87;;;;0.234;3661;2;7.786;;;0.001;109;0;20.02;
900000-threshold-50;43.46;0.90;46.94;0.90;41.23;0.88;;;;0.148;3033;2;21.420;;;0.001;196;0;20.23;
idle;39.23;0.88;42.06;0.89;37.15;0.87;;;;0.199;3810;2;7.558;;;0.001;102;0;20.02;
900000-threshold-55;43.17;0.90;44.38;0.90;41.98;0.89;;;;0.153;3830;2;20.851;;;0.002;728;0;21.23;
idle;39.25;0.88;40.51;0.89;38.08;0.86;;;;0.161;3453;2;7.739;;;0.001;98;0;20.00;
