Message;Average power(Watts);Average frecuenzy(GHz) ;Max power(Watts);Max frecuenzy(GHz) ;Min power(Watts);Min frecuenzy(GHz) ;C2 resident;C2 count;C2 latency;C1 resident;C1 count;C1 latency;C0 resident;C0 count;C0 latency;POLL resident;POLL count;POLL latency;time;
idle;39.53;0.80;40.68;0.80;38.16;0.80;;;;0.167;3901;2;8.170;;;0.001;123;0;20.02;
800000-threshold-20;43.83;0.80;44.67;0.80;42.66;0.80;;;;0.167;16344;2;25.533;;;0.002;2433;0;75.05;
idle;39.60;0.80;40.90;0.80;38.22;0.80;;;;0.189;4078;2;8.447;;;0.001;119;0;20.02;
800000-threshold-25;47.04;0.80;49.72;0.80;43.34;0.80;;;;0.134;7608;2;42.194;;;0.003;2338;0;36.36;
idle;39.40;0.80;40.11;0.80;38.43;0.80;;;;0.191;4016;2;8.318;;;0.001;103;0;20.02;
800000-threshold-30;44.00;0.80;48.16;0.80;43.12;0.80;;;;0.181;16263;2;25.670;;;0.002;2922;0;73.91;
idle;39.59;0.80;40.92;0.80;38.07;0.80;;;;0.201;4360;2;8.186;;;0.001;108;0;20.02;
800000-threshold-35;44.66;0.80;47.06;0.80;42.84;0.80;;;;0.163;11473;2;29.735;;;0.002;2600;0;59.08;
idle;39.39;0.80;40.65;0.80;38.15;0.80;;;;0.210;4189;2;8.059;;;0.001;158;0;20.02;
800000-threshold-40;46.54;0.80;49.80;0.80;43.49;0.80;;;;0.117;7084;2;39.240;;;0.002;2321;0;40.69;
idle;39.53;0.80;41.52;0.80;38.08;0.80;;;;0.196;4153;2;8.172;;;0.001;117;0;20.02;
800000-threshold-45;46.90;0.80;47.91;0.80;42.88;0.80;;;;0.130;9023;2;40.854;;;0.003;2816;0;37.11;
idle;39.40;0.80;41.16;0.80;38.14;0.80;;;;0.195;4417;2;8.209;;;0.001;123;0;20.02;
800000-threshold-50;46.69;0.80;47.71;0.80;42.56;0.80;;;;0.098;8008;2;39.182;;;0.003;2628;0;39.27;
idle;39.58;0.80;41.48;0.80;38.19;0.80;;;;0.163;4002;2;8.393;;;0.001;127;0;20.02;
800000-threshold-55;46.91;0.80;49.53;0.80;43.34;0.80;;;;0.129;7932;2;41.851;;;0.003;2568;0;37.61;
idle;39.61;0.80;42.30;0.80;37.99;0.80;;;;0.203;4181;2;8.832;;;0.001;129;0;20.02;
800000-threshold-60;47.11;0.80;50.46;0.80;43.50;0.80;;;;0.113;7745;2;42.748;;;0.003;3309;0;37.69;
idle;39.46;0.80;41.63;0.80;37.88;0.80;;;;0.163;3533;2;8.414;;;0.001;104;0;20.00;
800000-threshold-65;46.79;0.80;49.96;0.80;43.44;0.80;;;;0.125;8200;2;39.843;;;0.003;2592;0;39.73;
idle;39.56;0.80;41.63;0.80;38.01;0.80;;;;0.189;3971;2;8.234;;;0.001;127;0;20.02;
800000-threshold-70;46.39;0.80;47.39;0.80;42.16;0.80;;;;0.123;8516;2;39.566;;;0.004;3058;0;39.23;
idle;39.56;0.80;41.44;0.80;38.45;0.80;;;;0.191;4101;2;8.422;;;0.001;105;0;20.02;
800000-threshold-75;45.01;0.80;47.73;0.80;43.26;0.80;;;;0.142;11563;2;30.978;;;0.002;2496;0;56.02;
idle;39.55;0.80;41.02;0.80;38.54;0.80;;;;0.193;3550;2;8.341;;;0.001;88;0;20.00;
800000-threshold-80;43.87;0.80;44.81;0.80;42.27;0.80;;;;0.140;15303;2;24.464;;;0.002;3035;0;82.11;
idle;39.66;0.80;40.79;0.80;38.60;0.80;;;;0.250;4260;2;8.166;;;0.001;109;0;20.01;
800000-threshold-85;46.49;0.80;47.44;0.80;43.21;0.80;;;;0.137;8411;2;39.426;;;0.003;3030;0;38.97;
idle;39.69;0.80;41.13;0.80;38.41;0.80;;;;0.166;3428;2;8.513;;;0.001;271;0;20.02;
800000-threshold-90;46.42;0.80;47.52;0.80;43.47;0.80;;;;0.128;8714;2;39.749;;;0.003;3004;0;38.46;
idle;39.59;0.80;41.29;0.80;38.33;0.80;;;;0.206;4223;2;8.123;;;0.001;161;0;20.02;
800000-threshold-95;46.99;0.80;49.94;0.80;42.33;0.80;;;;0.120;7194;2;40.383;;;0.002;2306;0;39.26;
idle;39.68;0.80;41.93;0.80;38.62;0.80;;;;0.200;3604;2;8.337;;;0.001;108;0;20.02;
800000-threshold-100;45.00;0.80;47.60;0.80;43.26;0.80;;;;0.153;11658;2;31.398;;;0.002;2956;0;55.64;
idle;39.59;0.80;40.80;0.80;38.67;0.80;;;;0.224;4334;2;8.223;;;0.001;167;0;20.01;
800000-threshold-105;46.66;0.80;49.75;0.80;43.47;0.80;;;;0.101;7222;2;39.749;;;0.003;2333;0;39.23;
idle;39.62;0.80;40.86;0.80;38.68;0.80;;;;0.184;3949;2;8.420;;;0.001;124;0;20.02;
800000-threshold-110;47.02;0.80;49.90;0.80;43.22;0.80;;;;0.126;7167;2;42.083;;;0.003;2155;0;36.22;
idle;39.61;0.80;41.39;0.80;38.02;0.80;;;;0.209;3987;2;8.180;;;0.001;95;0;20.02;
800000-threshold-115;45.00;0.80;47.61;0.80;42.17;0.80;;;;0.158;12005;2;31.016;;;0.002;2496;0;55.06;
idle;39.68;0.80;41.25;0.80;38.51;0.80;;;;0.182;3846;2;8.475;;;0.001;222;0;20.02;
800000-threshold-120;44.69;0.80;46.99;0.80;43.03;0.80;;;;0.119;11002;2;29.508;;;0.002;3108;0;59.37;
idle;39.70;0.80;42.01;0.80;37.98;0.80;;;;0.210;4051;2;8.520;;;0.001;92;0;20.02;
800000-threshold-125;47.10;0.80;49.72;0.80;43.38;0.80;;;;0.124;7219;2;42.356;;;0.004;2792;0;35.96;
idle;39.53;0.80;40.73;0.80;37.48;0.80;;;;0.201;3988;2;8.126;;;0.001;117;0;20.02;
800000-threshold-130;44.04;0.80;44.75;0.80;43.36;0.80;;;;0.177;15972;2;25.854;;;0.002;3099;0;74.09;
idle;39.52;0.80;40.88;0.80;37.56;0.80;;;;0.168;3831;2;8.295;;;0.001;121;0;20.02;
800000-threshold-135;46.89;0.80;48.27;0.80;42.52;0.80;;;;0.094;8442;2;39.182;;;0.003;2808;0;39.16;
idle;39.55;0.80;40.54;0.80;38.12;0.80;;;;0.226;4024;2;8.217;;;0.001;119;0;20.02;
800000-threshold-140;46.34;0.80;47.81;0.80;42.60;0.80;;;;0.106;8129;2;40.139;;;0.004;3277;0;37.36;
idle;39.39;0.80;40.23;0.80;37.96;0.80;;;;0.214;3748;2;8.251;;;0.001;110;0;20.02;
800000-threshold-145;47.01;0.80;50.70;0.80;43.07;0.80;;;;0.109;7715;2;41.762;;;0.003;2322;0;36.05;
idle;39.39;0.80;40.91;0.80;37.69;0.80;;;;0.232;4404;2;8.446;;;0.001;135;0;20.02;
800000-threshold-150;47.24;0.80;50.56;0.80;43.52;0.80;;;;0.109;7548;2;41.883;;;0.004;2841;0;34.86;
idle;39.26;0.80;40.55;0.80;37.56;0.80;;;;0.173;3392;2;8.169;;;0.001;109;0;20.02;
800000-threshold-155;46.74;0.80;47.65;0.80;42.90;0.80;;;;0.120;8228;2;39.589;;;0.003;3085;0;36.45;
idle;39.51;0.80;40.62;0.80;37.70;0.80;;;;0.205;3827;2;8.171;;;0.001;118;0;20.02;
800000-threshold-160;46.99;0.80;51.09;0.80;43.33;0.80;;;;0.127;7320;2;40.962;;;0.003;2267;0;35.85;
idle;39.48;0.80;41.49;0.80;38.12;0.80;;;;0.203;3711;2;8.143;;;0.001;102;0;20.01;
800000-threshold-165;47.37;0.80;50.76;0.80;43.91;0.80;;;;0.114;7386;2;42.070;;;0.004;2549;0;33.99;
idle;39.52;0.80;41.17;0.80;38.52;0.80;;;;0.188;4099;2;8.275;;;0.001;127;0;20.02;
800000-threshold-170;47.11;0.80;50.70;0.80;43.44;0.80;;;;0.152;7633;2;41.462;;;0.003;2776;0;34.96;
idle;39.92;0.80;41.34;0.80;38.70;0.80;;;;0.219;4187;2;8.736;;;0.001;139;0;20.02;
800000-threshold-175;45.13;0.80;47.70;0.80;42.27;0.80;;;;0.165;13335;2;31.027;;;0.003;2855;0;52.06;
idle;39.64;0.80;41.45;0.80;38.37;0.80;;;;0.212;4203;2;8.227;;;0.001;105;0;20.02;
800000-threshold-180;46.83;0.80;48.33;0.80;42.29;0.80;;;;0.142;7473;2;39.422;;;0.004;2289;0;36.31;
idle;39.50;0.80;40.67;0.80;38.31;0.80;;;;0.219;3604;2;8.128;;;0.001;115;0;20.02;
800000-threshold-185;47.19;0.80;51.43;0.80;42.80;0.80;;;;0.101;6765;2;40.853;;;0.004;2775;0;34.59;
idle;39.58;0.80;40.57;0.80;38.11;0.80;;;;0.195;3802;2;8.225;;;0.001;111;0;20.02;
800000-threshold-190;46.50;0.80;47.60;0.80;42.30;0.80;;;;0.125;8125;2;39.389;;;0.004;3030;0;35.10;
idle;39.71;0.80;43.42;0.80;38.21;0.80;;;;0.173;3527;2;8.439;;;0.001;115;0;20.02;
800000-threshold-195;47.33;0.80;50.59;0.80;43.59;0.80;;;;0.133;7317;2;41.508;;;0.004;2943;0;31.96;
idle;39.55;0.80;41.19;0.80;38.47;0.80;;;;0.185;3602;2;8.144;;;0.001;115;0;20.02;
800000-threshold-200;47.59;0.80;51.26;0.80;43.44;0.80;;;;0.119;6171;2;42.363;;;0.004;2175;0;31.32;
idle;39.89;0.80;41.89;0.80;38.31;0.80;;;;0.179;3725;2;9.462;;;0.001;118;0;20.02;
800000-threshold-205;45.12;0.80;47.61;0.80;43.38;0.80;;;;0.138;8910;2;30.669;;;0.002;2377;0;47.03;
idle;39.44;0.80;40.85;0.80;38.45;0.80;;;;0.197;3853;2;8.136;;;0.000;100;0;20.02;
800000-threshold-210;47.34;0.80;51.16;0.80;43.53;0.80;;;;0.136;6566;2;40.986;;;0.003;2278;0;31.56;
idle;39.50;0.80;40.87;0.80;38.14;0.80;;;;0.176;3509;2;8.097;;;0.001;123;0;20.02;
800000-threshold-215;47.17;0.80;50.85;0.80;43.05;0.80;;;;0.128;7122;2;40.581;;;0.004;2612;0;31.35;
idle;39.64;0.80;40.85;0.80;38.69;0.80;;;;0.179;3884;2;8.385;;;0.001;110;0;20.02;
800000-threshold-220;47.22;0.80;50.84;0.80;43.60;0.80;;;;0.119;7591;2;40.689;;;0.004;2591;0;31.82;
idle;39.41;0.80;40.50;0.80;37.63;0.80;;;;0.221;3943;2;8.104;;;0.001;126;0;20.02;
800000-threshold-225;46.84;0.80;51.10;0.80;43.26;0.80;;;;0.120;6972;2;39.209;;;0.003;2479;0;33.61;
idle;39.54;0.80;41.28;0.80;38.11;0.80;;;;0.216;3843;2;8.327;;;0.000;98;0;20.01;
800000-threshold-230;47.05;0.80;48.03;0.80;43.41;0.80;;;;0.126;6284;2;39.662;;;0.003;2290;0;33.31;
idle;39.51;0.80;40.67;0.80;38.15;0.80;;;;0.179;3865;2;8.073;;;0.001;115;0;20.01;
800000-threshold-235;47.35;0.80;51.22;0.80;42.19;0.80;;;;0.109;7500;2;41.130;;;0.004;2580;0;32.09;
idle;39.72;0.80;41.29;0.80;38.95;0.80;;;;0.172;3926;2;8.226;;;0.001;109;0;20.02;
800000-threshold-240;47.38;0.80;50.91;0.80;43.39;0.80;;;;0.139;6926;2;41.662;;;0.004;2145;0;30.74;
idle;39.41;0.80;41.08;0.80;38.18;0.80;;;;0.209;3784;2;8.258;;;0.001;122;0;20.01;
800000-threshold-245;47.45;0.80;50.89;0.80;43.55;0.80;;;;0.120;7192;2;42.262;;;0.004;2648;0;30.37;
idle;39.66;0.80;41.25;0.80;38.51;0.80;;;;0.195;3771;2;8.553;;;0.001;102;0;20.02;
800000-threshold-250;46.71;0.80;47.89;0.80;42.98;0.80;;;;0.120;7802;2;39.260;;;0.004;3213;0;32.15;
idle;39.32;0.80;40.45;0.80;37.94;0.80;;;;0.215;3977;2;8.066;;;0.001;312;0;20.02;
800000-threshold-255;47.49;0.80;51.75;0.80;43.11;0.80;;;;0.163;7668;2;41.531;;;0.004;2319;0;30.44;
idle;39.61;0.80;41.67;0.80;38.87;0.80;;;;0.219;4223;2;8.449;;;0.001;155;0;20.02;
800000-threshold-0;45.14;0.80;47.17;0.80;43.41;0.80;;;;0.170;12722;2;31.031;;;0.003;2816;0;52.98;
idle;39.14;0.80;40.72;0.80;37.36;0.80;;;;0.186;3920;2;7.954;;;0.001;118;0;20.02;
800000-threshold-5;47.05;0.80;49.94;0.80;43.14;0.80;;;;0.128;7111;2;41.607;;;0.004;2757;0;36.57;
idle;39.45;0.80;40.89;0.80;37.78;0.80;;;;0.218;4148;2;8.343;;;0.001;104;0;20.02;
800000-threshold-10;47.05;0.80;49.90;0.80;43.45;0.80;;;;0.128;7534;2;42.050;;;0.003;2571;0;37.31;
idle;39.34;0.80;40.51;0.80;37.90;0.80;;;;0.226;4479;2;8.074;;;0.001;110;0;20.02;
800000-threshold-15;47.13;0.80;49.88;0.80;43.63;0.80;;;;0.153;8475;2;42.169;;;0.004;2939;0;36.39;
idle;39.34;0.80;41.17;0.80;38.08;0.80;;;;0.173;3952;2;7.899;;;0.001;93;0;20.02;
800000-threshold-20;44.69;0.80;47.19;0.80;43.00;0.80;;;;0.133;11487;2;29.587;;;0.003;3235;0;59.71;
idle;39.50;0.80;41.15;0.80;38.14;0.80;;;;0.203;3884;2;8.294;;;0.001;103;0;20.02;
800000-threshold-25;44.96;0.80;47.25;0.80;43.51;0.80;;;;0.145;12288;2;31.197;;;0.002;3177;0;55.02;
idle;39.62;0.80;41.03;0.80;38.22;0.80;;;;0.192;4137;2;8.468;;;0.001;125;0;20.02;
800000-threshold-30;46.76;0.80;49.82;0.80;43.41;0.80;;;;0.107;6691;2;39.714;;;0.002;2181;0;39.76;
idle;39.63;0.80;41.68;0.80;38.40;0.80;;;;0.250;4266;2;8.443;;;0.000;77;0;20.02;
800000-threshold-35;46.88;0.80;47.66;0.80;43.02;0.80;;;;0.119;7920;2;39.205;;;0.003;2454;0;39.47;
idle;39.63;0.80;41.15;0.80;37.90;0.80;;;;0.204;3885;2;8.370;;;0.000;92;0;20.02;
800000-threshold-40;45.02;0.80;47.32;0.80;42.25;0.80;;;;0.119;11156;2;29.680;;;0.002;2639;0;59.16;
idle;39.67;0.80;41.10;0.80;38.28;0.80;;;;0.153;3720;2;8.418;;;0.001;110;0;20.02;
800000-threshold-45;46.89;0.80;49.64;0.80;43.32;0.80;;;;0.130;7752;2;41.055;;;0.003;2325;0;38.59;
idle;39.73;0.80;41.55;0.80;38.31;0.80;;;;0.192;3992;2;8.622;;;0.001;123;0;20.02;
800000-threshold-50;43.85;0.80;44.90;0.80;43.06;0.80;;;;0.153;16743;2;25.595;;;0.002;3170;0;74.55;
idle;39.67;0.80;42.92;0.80;38.32;0.80;;;;0.176;3907;2;8.318;;;0.001;101;0;20.02;
800000-threshold-55;44.94;0.80;47.40;0.80;42.66;0.80;;;;0.150;13461;2;31.015;;;0.003;3153;0;56.43;
idle;39.67;0.80;41.62;0.80;38.21;0.80;;;;0.189;3892;2;8.637;;;0.001;113;0;20.01;
800000-threshold-60;46.93;0.80;49.54;0.80;43.39;0.80;;;;0.114;7580;2;41.898;;;0.003;2284;0;37.10;
idle;39.55;0.80;41.26;0.80;37.96;0.80;;;;0.190;3847;2;8.251;;;0.001;130;0;20.02;
800000-threshold-65;46.67;0.80;49.60;0.80;42.80;0.80;;;;0.119;7612;2;39.837;;;0.003;2661;0;39.51;
idle;39.73;0.80;41.60;0.80;37.99;0.80;;;;0.257;4138;2;8.521;;;0.001;158;0;20.02;
800000-threshold-70;47.18;0.80;48.15;0.80;44.59;0.80;;;;0.111;7959;2;41.368;;;0.003;2127;0;36.90;
idle;39.54;0.80;41.42;0.80;38.09;0.80;;;;0.185;3730;2;8.250;;;0.001;96;0;20.02;
800000-threshold-75;44.79;0.80;47.15;0.80;42.82;0.80;;;;0.125;10772;2;29.589;;;0.003;2998;0;58.40;
idle;39.60;0.80;40.92;0.80;38.24;0.80;;;;0.186;3803;2;8.240;;;0.001;179;0;20.02;
800000-threshold-80;46.57;0.80;49.58;0.80;43.33;0.80;;;;0.114;7101;2;39.240;;;0.003;2295;0;40.63;
idle;39.38;0.80;40.55;0.80;38.19;0.80;;;;0.188;3803;2;8.177;;;0.001;116;0;20.02;
800000-threshold-85;45.20;0.80;47.57;0.80;43.41;0.80;;;;0.144;12060;2;30.917;;;0.002;2845;0;56.25;
idle;39.67;0.80;43.30;0.80;37.39;0.80;;;;0.190;4297;2;8.746;;;0.001;143;0;20.00;
800000-threshold-90;44.06;0.80;44.77;0.80;43.57;0.80;;;;0.159;17095;2;25.643;;;0.002;2513;0;74.81;
idle;39.66;0.80;41.41;0.80;38.62;0.80;;;;0.197;3915;2;8.671;;;0.001;112;0;20.02;
800000-threshold-95;47.00;0.80;49.75;0.80;42.53;0.80;;;;0.107;7664;2;41.827;;;0.004;2610;0;36.50;
idle;39.60;0.80;40.82;0.80;38.69;0.80;;;;0.178;3930;2;8.398;;;0.001;127;0;20.02;
800000-threshold-100;46.83;0.80;49.62;0.80;43.57;0.80;;;;0.125;6999;2;40.363;;;0.003;2485;0;38.19;
idle;39.79;0.80;41.03;0.80;38.44;0.80;;;;0.213;3757;2;8.572;;;0.001;134;0;20.01;
800000-threshold-105;47.16;0.80;50.00;0.80;43.23;0.80;;;;0.124;7868;2;42.041;;;0.003;2593;0;36.42;
idle;39.79;0.80;41.30;0.80;38.40;0.80;;;;0.251;4573;2;8.555;;;0.001;121;0;20.02;
800000-threshold-110;47.01;0.80;49.93;0.80;42.12;0.80;;;;0.119;6607;2;41.396;;;0.003;2462;0;37.15;
idle;39.75;0.80;41.90;0.80;37.85;0.80;;;;0.197;3998;2;8.383;;;0.001;120;0;20.02;
800000-threshold-115;44.86;0.80;47.18;0.80;43.50;0.80;;;;0.141;11565;2;29.509;;;0.002;2665;0;61.03;
idle;39.50;0.80;40.95;0.80;38.67;0.80;;;;0.203;3980;2;7.956;;;0.001;111;0;20.02;
800000-threshold-120;46.87;0.80;47.86;0.80;43.59;0.80;;;;0.108;7527;2;39.225;;;0.003;2689;0;39.55;
idle;39.59;0.80;40.57;0.80;38.33;0.80;;;;0.182;3841;2;8.075;;;0.001;107;0;20.02;
800000-threshold-125;47.21;0.80;50.10;0.80;43.41;0.80;;;;0.117;6689;2;41.899;;;0.003;2390;0;36.82;
idle;39.54;0.80;40.57;0.80;38.39;0.80;;;;0.213;4170;2;8.046;;;0.001;106;0;20.02;
800000-threshold-130;43.84;0.80;45.21;0.80;42.67;0.80;;;;0.157;14756;2;24.500;;;0.002;3106;0;78.26;
idle;40.00;0.80;42.74;0.80;38.42;0.80;;;;0.200;4077;2;9.065;;;0.001;130;0;20.02;
800000-threshold-135;46.29;0.80;47.10;0.80;42.31;0.80;;;;0.117;9426;2;39.368;;;0.003;2969;0;38.67;
idle;39.78;0.80;41.04;0.80;37.94;0.80;;;;0.188;3774;2;8.611;;;0.001;274;0;20.02;
800000-threshold-140;44.72;0.80;47.29;0.80;43.08;0.80;;;;0.171;11782;2;29.512;;;0.002;2831;0;58.70;
idle;39.63;0.80;40.85;0.80;38.73;0.80;;;;0.167;3868;2;8.004;;;0.001;103;0;20.02;
800000-threshold-145;47.02;0.80;48.48;0.80;45.07;0.80;;;;0.147;8095;2;40.595;;;0.003;3100;0;36.84;
idle;39.82;0.80;41.53;0.80;38.45;0.80;;;;0.207;4397;2;8.207;;;0.001;105;0;20.02;
800000-threshold-150;47.30;0.80;50.83;0.80;43.20;0.80;;;;0.096;6459;2;41.327;;;0.003;2382;0;36.22;
idle;39.60;0.80;40.35;0.80;38.71;0.80;;;;0.159;3516;2;8.311;;;0.001;111;0;20.02;
800000-threshold-155;47.19;0.80;47.87;0.80;44.96;0.80;;;;0.102;7267;2;39.816;;;0.003;2530;0;36.99;
idle;39.87;0.80;41.40;0.80;38.06;0.80;;;;0.229;3946;2;8.613;;;0.001;117;0;20.02;
800000-threshold-160;46.68;0.80;47.57;0.80;43.29;0.80;;;;0.126;8180;2;38.521;;;0.004;3342;0;37.54;
idle;39.83;0.80;41.82;0.80;37.57;0.80;;;;0.219;3822;2;8.733;;;0.001;104;0;20.02;
800000-threshold-165;46.39;0.80;47.61;0.80;43.25;0.80;;;;0.144;8469;2;38.951;;;0.003;2830;0;36.90;
idle;39.66;0.80;40.78;0.80;38.20;0.80;;;;0.177;3852;2;8.535;;;0.001;113;0;20.02;
800000-threshold-170;47.25;0.80;48.24;0.80;44.63;0.80;;;;0.094;7167;2;40.004;;;0.003;2256;0;36.29;
idle;39.94;0.80;43.87;0.80;38.53;0.80;;;;0.197;3805;2;8.843;;;0.001;106;0;20.02;
800000-threshold-175;43.89;0.80;44.77;0.80;42.28;0.80;;;;0.157;14312;2;24.578;;;0.002;2739;0;74.15;
idle;39.65;0.80;40.76;0.80;38.31;0.80;;;;0.196;4314;2;8.344;;;0.001;115;0;20.01;
800000-threshold-180;47.32;0.80;50.60;0.80;42.75;0.80;;;;0.131;6445;2;41.895;;;0.003;2247;0;33.23;
idle;39.68;0.80;41.29;0.80;38.37;0.80;;;;0.165;3696;2;8.219;;;0.001;84;0;20.02;
800000-threshold-185;47.21;0.80;50.71;0.80;43.35;0.80;;;;0.119;7166;2;41.217;;;0.003;2298;0;33.77;
idle;39.74;0.80;41.10;0.80;38.79;0.80;;;;0.189;3595;2;8.202;;;0.001;112;0;20.02;
800000-threshold-190;46.44;0.80;47.68;0.80;42.16;0.80;;;;0.123;8258;2;39.271;;;0.004;3192;0;35.14;
idle;39.76;0.80;40.92;0.80;38.27;0.80;;;;0.197;4008;2;8.198;;;0.001;297;0;20.02;
800000-threshold-195;47.13;0.80;50.58;0.80;43.33;0.80;;;;0.115;7941;2;40.912;;;0.004;2681;0;32.57;
idle;39.72;0.80;40.76;0.80;38.54;0.80;;;;0.215;3939;2;8.352;;;0.001;137;0;20.01;
800000-threshold-200;47.24;0.80;51.21;0.80;43.61;0.80;;;;0.151;7051;2;40.370;;;0.004;2139;0;32.87;
idle;40.00;0.80;41.60;0.80;39.05;0.80;;;;0.181;3918;2;9.002;;;0.001;171;0;20.02;
800000-threshold-205;46.85;0.80;47.98;0.80;43.44;0.80;;;;0.103;7351;2;39.397;;;0.004;2963;0;31.70;
idle;39.91;0.80;40.67;0.80;39.01;0.80;;;;0.171;3814;2;8.360;;;0.001;152;0;20.02;
800000-threshold-210;45.17;0.80;47.88;0.80;43.60;0.80;;;;0.128;9882;2;29.729;;;0.003;2510;0;49.99;
idle;39.93;0.80;41.43;0.80;39.14;0.80;;;;0.159;3842;2;8.702;;;0.001;102;0;20.02;
800000-threshold-215;45.24;0.80;48.02;0.80;43.51;0.80;;;;0.132;10818;2;30.913;;;0.002;2379;0;46.04;
idle;39.73;0.80;41.25;0.80;38.00;0.80;;;;0.204;4068;2;8.395;;;0.001;103;0;20.02;
800000-threshold-220;45.32;0.80;48.23;0.80;43.42;0.80;;;;0.144;10811;2;31.077;;;0.003;2773;0;47.36;
idle;39.68;0.80;40.83;0.80;38.69;0.80;;;;0.156;3861;2;8.107;;;0.001;103;0;20.02;
800000-threshold-225;47.01;0.80;48.52;0.80;44.25;0.80;;;;0.122;7723;2;39.209;;;0.003;2841;0;32.99;
idle;39.71;0.80;40.61;0.80;38.46;0.80;;;;0.206;4085;2;8.260;;;0.001;127;0;20.00;
800000-threshold-230;47.59;0.80;52.14;0.80;43.55;0.80;;;;0.154;7498;2;41.857;;;0.004;3183;0;32.10;
idle;40.04;0.80;43.01;0.80;38.56;0.80;;;;0.225;3993;2;8.786;;;0.001;135;0;20.01;
800000-threshold-235;44.99;0.80;48.09;0.80;43.38;0.80;;;;0.155;10610;2;29.555;;;0.003;3060;0;48.91;
idle;39.64;0.80;40.88;0.80;37.93;0.80;;;;0.170;3725;2;8.167;;;0.001;89;0;20.02;
800000-threshold-240;47.17;0.80;47.94;0.80;45.61;0.80;;;;0.143;7659;2;41.511;;;0.004;2614;0;31.11;
idle;39.74;0.80;40.75;0.80;38.90;0.80;;;;0.176;3982;2;8.477;;;0.001;103;0;20.02;
800000-threshold-245;46.89;0.80;50.93;0.80;42.40;0.80;;;;0.126;6330;2;38.830;;;0.003;2346;0;33.20;
idle;39.75;0.80;41.34;0.80;38.10;0.80;;;;0.171;3828;2;8.356;;;0.001;104;0;20.02;
800000-threshold-250;46.93;0.80;47.73;0.80;44.55;0.80;;;;0.156;9218;2;40.662;;;0.004;2996;0;31.54;
idle;40.11;0.80;43.08;0.80;38.67;0.80;;;;0.214;4391;2;8.809;;;0.001;128;0;20.02;
800000-threshold-255;47.30;0.80;51.00;0.80;43.57;0.80;;;;0.127;6944;2;41.321;;;0.005;2613;0;30.64;
idle;39.64;0.80;41.62;0.80;38.46;0.80;;;;0.186;4043;2;8.193;;;0.001;96;0;20.02;
800000-threshold-0;44.99;0.80;46.99;0.80;43.20;0.80;;;;0.152;12162;2;30.858;;;0.003;3171;0;53.61;
idle;40.15;0.80;44.34;0.80;39.04;0.80;;;;0.184;4135;2;8.948;;;0.001;101;0;20.02;
800000-threshold-5;46.97;0.80;47.97;0.80;43.77;0.80;;;;0.117;8535;2;39.851;;;0.003;2125;0;38.74;
idle;39.67;0.80;41.09;0.80;38.05;0.80;;;;0.168;3886;2;8.373;;;0.001;157;0;20.01;
800000-threshold-10;44.93;0.80;47.31;0.80;43.34;0.80;;;;0.147;10822;2;29.807;;;0.002;2506;0;58.70;
idle;39.15;0.80;41.65;0.80;37.60;0.80;;;;0.191;3381;2;7.762;;;0.001;177;0;20.02;
800000-threshold-15;46.68;0.80;50.49;0.80;42.44;0.80;;;;0.136;8019;2;39.707;;;0.003;2168;0;39.33;
idle;39.44;0.80;40.80;0.80;37.85;0.80;;;;0.189;3700;2;7.990;;;0.000;93;0;20.02;
800000-threshold-20;47.01;0.80;50.39;0.80;43.39;0.80;;;;0.112;7191;2;40.130;;;0.004;2537;0;38.55;
idle;39.69;0.80;41.40;0.80;38.33;0.80;;;;0.179;3845;2;8.286;;;0.001;129;0;20.02;
800000-threshold-25;47.04;0.80;50.05;0.80;42.84;0.80;;;;0.123;6992;2;40.859;;;0.003;2142;0;37.54;
idle;39.72;0.80;42.13;0.80;38.42;0.80;;;;0.189;3438;2;8.445;;;0.001;111;0;20.02;
800000-threshold-30;45.24;0.80;47.64;0.80;43.57;0.80;;;;0.159;12280;2;30.710;;;0.002;3103;0;56.95;
idle;39.73;0.80;40.96;0.80;38.90;0.80;;;;0.233;4149;2;8.206;;;0.001;131;0;20.02;
800000-threshold-35;47.04;0.80;50.04;0.80;42.75;0.80;;;;0.113;7737;2;41.190;;;0.003;2410;0;38.22;
idle;39.63;0.80;40.36;0.80;38.90;0.80;;;;0.206;3689;2;8.289;;;0.001;89;0;20.02;
800000-threshold-40;46.84;0.80;49.90;0.80;42.48;0.80;;;;0.124;7599;2;39.590;;;0.003;2465;0;40.20;
idle;39.53;0.80;40.82;0.80;37.80;0.80;;;;0.204;4047;2;8.011;;;0.001;105;0;20.02;
800000-threshold-45;47.00;0.80;49.75;0.80;42.98;0.80;;;;0.127;6776;2;40.826;;;0.003;2225;0;37.86;
idle;39.74;0.80;41.28;0.80;38.76;0.80;;;;0.194;4036;2;8.310;;;0.001;118;0;20.02;
800000-threshold-50;46.74;0.80;48.09;0.80;43.79;0.80;;;;0.121;8972;2;41.341;;;0.003;2925;0;37.18;
idle;39.59;0.80;40.51;0.80;37.95;0.80;;;;0.187;4074;2;8.392;;;0.001;117;0;20.02;
800000-threshold-55;45.30;0.80;47.58;0.80;43.57;0.80;;;;0.134;11136;2;30.853;;;0.002;2329;0;56.01;
idle;39.62;0.80;40.89;0.80;38.68;0.80;;;;0.201;3638;2;8.252;;;0.001;112;0;20.02;
